,Author,Book,Filename,Optional years exist,Translated,Year,Years (optional),Scraped Year,Scraped Author
2270,Alfred Carmichael,Indian Legends of Vancouver Island,b'9459.txt',0,0,1862,1862,1922,1922
2271,Anna Catherine Emmerich,The Dolorous Passion of Our Lord Jesus Christ,b'10866.txt',0,1,1862,1904,1862,
2272,Anthony Trollope,The Small House at Allington,b'4599-8.txt',0,0,1862,1862,1864,1857
2273,Baron Henri de Jomini,The Art of War,b'13549-8.txt',0,1,1862,1862,1862,
2274,Basil Hall,The Lieutenant and Commander,b'17032-8.txt',0,0,1862,1862,1862,
2275,Benjamin F. Powelson and Alexander Sweeney,History of Company K of the 140th Regiment Pennsylvania Volunteers (1862-'65),b'45626.txt',1,0,1862,1862 1906,,
2276,Benjamin Wood,"Fort Lafayette or, Love and Secession",b'12452-8.txt',0,0,1862,1862,,1899
2277,Clement C. Moore,Twas the Night before Christmas,b'17135.txt',1,1,1862,1912 1781,1862,
2278,Clement Moore,A Visit From Saint Nicholas,b'17382.txt',0,0,1862,1862,,1862
2279,Edward S. Ellis,The Riflemen of the Miami,b'27231-8.txt',0,0,1862,1862,,1889
2280,Eliza Southall,"A Brief Memoir with Portions of the Diary, Letters, and Other Remains,",b'11959-8.txt',0,0,1862,1869,1862,
2281,Elizabeth Stoddard,The Morgesons,b'12347-8.txt',0,0,1862,1901,1862,
2282,Emile Gaboriau,The Widow Lerouge,b'3802.txt',0,0,1862,1862,1900,1880
2283,George A. Lawrence,Guy Livingstone;,b'17084-8.txt',0,0,1862,1868,1862,
2284,George Arbuthnot,Herzegovina,b'17288-0.txt',0,0,1862,1862,1862,
2285,Harry Castlemon,"Frank, the Young Naturalist",b'12405.txt',0,0,1862,1892,1800,
2286,Henrik Ibsen,Love's Comedy,b'18657.txt',0,1,1862,1862,1919,1867
2287,Henry Wager Halleck,Elements of Military Art and Science,b'16170-8.txt',0,0,1862,1862,1862,
2288,James Knowles,The Legends Of King Arthur And His Knights,b'12753-8.txt',0,0,1862,1862,1895,1895
2289,John Alexander Logan,"The Great Conspiracy, Part 5",b'7137.txt',0,0,1862,1862,,1887
2290,Joseph Sheridan Le Fanu,"J. S. Le Fanu's Ghostly Tales, Volume 2",b'11700-8.txt',0,0,1862,1862,,1880
2291,Norman Macleod,Parish Papers,b'12605-8.txt',0,0,1862,1863,1862,
2292,Ulysses S. Grant,"The Memoirs of General Ulysses S. Grant, Part 3.",b'5862.txt',0,0,1862,1862,,1885
2293,Various,"The Atlantic Monthly, Volume 10, Number 60, October 1862",b'10077-8.txt',0,0,1862,1862,,1839
2294,Various,"Atlantic Monthly, Vol. 10, No. 61, November, 1862",b'11158-8.txt',0,0,1862,1862,,1839
2295,Various,"Atlantic Monthly, Vol. 10, No. 62, December, 1862",b'11159-8.txt',0,0,1862,1862,,1839
2296,Various,"Atlantic Monthly, Vol. 9, No. 52, February, 1862",b'12066-8.txt',0,0,1862,1862,,1839
2297,Various,"Atlantic Monthly, Vol. 9, No. 54, April, 1862",b'12097-8.txt',0,0,1862,1862,,1839
2298,Various,"Atlantic Monthly, Vol. 9, No. 55, May, 1862",b'12107-8.txt',0,0,1862,1862,,1839
2299,Various,"Atlantic Monthly, Vol. 9, No. 56, June, 1862",b'12310-8.txt',0,0,1862,1862,,1839
2300,Various,"The Atlantic Monthly, Vol. IX., March, 1862., No. LIII.",b'12760-8.txt',0,0,1862,1862,,1839
2301,Various,"Continental Monthly, Vol. I. February, 1862, No. II.",b'13634-8.txt',0,0,1862,1862,,1839
2302,Various,Continental Monthly - Volume 1 - Issue 3,b'14583-8.txt',0,0,1862,1862,,1839
2303,Various,"Continental Monthly, Vol. I, No. V, May, 1862",b'14680-8.txt',1,0,1862,1862 1770 1860,,1839
2304,Various,"Continental Monthly, Vol. I., No. IV., April, 1862",b'15065-8.txt',0,0,1862,1862,,1839
2305,Various,"Continental Monthly, Vol. I, No. VI, June, 1862",b'16151-8.txt',0,0,1862,1862,,1839
2306,Various,"Continental Monthly , Vol I, Issue I, January 1862",b'18977-8.txt',0,0,1862,1862,,1839
2307,Various,"The Continental Monthly , Vol. 2 No. 5,  November 1862",b'20899-8.txt',0,0,1862,1862,,1839
2308,William G. Stevenson,Thirteen Months in the Rebel Army,b'15644-8.txt',0,0,1862,1862,1862,
2309,William Landsborough,Journal of Landsborough's Expedition from Carpentaria,b'16243.txt',0,0,1862,1862,1862,
2310,Abraham Lincoln,"The Papers And Writings Of Abraham Lincoln, Volume Seven",b'2659.txt',0,0,1863,1863,,1888
2311,Alexander Smith,Dreamthorp,b'18135-8.txt',0,0,1863,1905,1863,
2312,Anonymous,"Memoir of Old Elizabeth, A Coloured Woman",b'17826.txt',1,0,1863,1863 1766,,1996
2313,Bahá'u'lláh,Gems of Divine Mysteries,b'16939-8.txt',0,0,1863,1863,,
2314,BahÃ¡âuâllÃ¡h,Gems of Divine Mysteries,b'16939-0.txt',0,0,1863,1863,,
2315,Baha'u'llah,Gems of Divine Mysteries,b'16939.txt',0,0,1863,1863,,1904
2316,Charles Dickens,Mrs. Lirriper's Lodgings,b'1416.txt',0,0,1863,1894,1863,
2317,Charles Kingsley,The Gospel of the Pentateuch,b'10325.txt',0,0,1863,,1863,
2318,Charles Reade,A Perilous Secret,b'12470-8.txt',0,0,1863,1884,1863,
2319,Charles Reade,Put Yourself in His Place,b'2497.txt',0,0,1863,,1863,
2320,Edward E. Hale,The Man Without a Country,b'16493.txt',0,0,1863,1863,1865,1865
2321,Elizabeth Drew Stoddard,Lemorne Versus Huell,b'881.txt',0,0,1863,1863,,
2322,Fearing Burr,The Field and Garden Vegetables of America,b'21682-8.txt',0,0,1863,1863,1863,
2323,George A. Lawrence,Border and Bastille,b'19705-8.txt',0,0,1863,,1863,
2324,George Gibbs,"Dictionary of the Chinook Jargon, or, Trade Language of Oregon",b'15672-8.txt',1,0,1863,1863 1800,1863,
2325,Gustave Flaubert,A Simple Soul,b'1253.txt',0,0,1863,1809,,1857
2326,Hans Christian Andersen,The Ice-Maiden: and Other Tales.,b'18604-8.txt',0,0,1863,1863,,1846
2327,J. Randall,Handbook to the Severn Valley Railway,b'17612.txt',0,0,1863,1863,,2006
2328,J. Sheridan Le Fanu,The House by the Church-Yard,b'17769-8.txt',0,0,1863,1904,1863,
2329,J. V. N. Talmage,"History and Ecclesiastical Relations of the Churches of the Presbyterial Order at Amoy, China",b'17002.txt',0,0,1863,1863,,
2330,John Alexander Logan,"The Great Conspiracy, Part 6",b'7138.txt',0,0,1863,1863,,1887
2331,John Stuart Mill,Utilitarianism,b'11224-8.txt',0,0,1863,1879,1863,
2332,Mark Twain (Samuel Clemens),"Life On The Mississippi, Part 1.",b'8471.txt',0,0,1863,1863,,1884
2333,Oliver Optic,"The Soldier Boy; or, Tom Somers in the Army",b'14595-8.txt',0,0,1863,1864,1863,
2334,Oliver Optic,The Birthday Party,b'21901.txt',0,0,1863,1864,1863,
2335,R.M. Ballantyne,Man on the Ocean,b'21749.txt',0,0,1863,,1863,
2336,Theocritus,Theocritus,b'11533-8.txt',0,1,1863,,1863,
2337,Toyokichi Iyenaga,The Constitutional Development of Japan 1863-1881,b'12355-8.txt',0,0,1863,1863,,1921
2338,Various,"Atlantic Monthly, Vol. XI., April, 1863, No. LXVI.",b'12023-8.txt',1,0,1863,1863 1821,,1839
2339,Various,"Atlantic Monthly, Vol. 11, No. 63, January, 1863",b'12412-8.txt',0,0,1863,1863,,1839
2340,Various,"Atlantic Monthly, Vol. 11, No. 65, March, 1863",b'12593-8.txt',0,0,1863,1863,,1839
2341,Various,"Atlantic Monthly, Vol. XI., February, 1863, No. LXIV.",b'12785-8.txt',1,0,1863,1863 1760,,1839
2342,Various,"Atlantic Monthly, Volume 11, Issue 67, May, 1863",b'13026-8.txt',0,0,1863,1863,,1839
2343,Various,"Atlantic Monthly, Vol. XII. September, 1863, No. LXXI.",b'13631-8.txt',0,0,1863,1863,,1839
2344,Various,"The Atlantic Monthly, Vol. 12, No. 72, October, 1863",b'15838-8.txt',0,0,1863,1863,,1839
2345,Various,"The Atlantic Monthly, Vol. 12, No. 74, December, 1863",b'15913-8.txt',1,0,1863,1863 1817,,1839
2346,Various,"Atlantic Monthly, Volume 12, No. 73, November, 1863",b'16028-8.txt',1,0,1863,1863 1561,,1839
2347,Various,"Atlantic Monthly, Vol. 12, August, 1863, No. 70",b'16033-8.txt',0,0,1863,1863,,1839
2348,Various,"The Continental Monthly, Vol. IV. October, 1863, No. IV.",b'16323-8.txt',0,0,1863,1863,,1839
2349,Various,"Continental Monthly , Vol IV, Issue VI, December 1863",b'18946-8.txt',0,0,1863,1863,,1839
2350,Various,"The Continental Monthly, Vol. III, No. V,  May, 1863",b'19099-8.txt',0,0,1863,1863,,1839
2351,Various,"The Continental Monthly, Vol III, Issue VI, June, 1863",b'19156-8.txt',0,0,1863,1863,,1839
2352,Various,"The Continental Monthly, Vol 3 No 3, March 1863",b'25191-8.txt',0,0,1863,1863,,1839
2353,Various,"The Continental Monthly, Vol. 3 No 2,  February 1863",b'26077-8.txt',0,0,1863,1863,,1839
2354,William John Wills,Successful Exploration Through the Interior of Australia,b'5816.txt',0,0,1863,1863,1863,
2355,Abraham Lincoln,"The Papers And Writings Of Abraham Lincoln, Volume One",b'2653.txt',0,0,1864,1864,,1888
2356,Abraham Lincoln,"The Papers And Writings Of Abraham Lincoln, Complete",b'3253.txt',0,0,1864,1864,,1888
2357,Alex St. Clair Abrams,The Trials of the Soldier's Wife,b'17955-8.txt',0,0,1864,1864,,1863
2358,Andrew Barton 'Banjo' Paterson,The Man from Snowy River,b'213.txt',1,0,1864,1864 1941 1892,1896,1896
2359,Andrew Lang,Historical Mysteries,b'18679-8.txt',1,0,1864,1905 1754 1904,1864,
2360,Anthony Trollope,Can You Forgive Her?,b'19500-8.txt',0,0,1864,1864,,1857
2361,Charles Dickens,Mrs. Lirriper's Legacy,b'1421.txt',0,0,1864,1894,1864,
2362,Charles Dudley Warner,England,b'3122.txt',0,0,1864,1763,,1870
2363,Charles Dudley Warner,Equality,b'3118.txt',1,1,1864,1793 1878,,1870
2364,Charles Dudley Warner,"Library Of The World's Best Literature, Ancient And Modern, Vol 4",b'13220-8.txt',1,0,1864,1800 1891,,1870
2365,Dinah Craik (aka: Miss Mulock),Mistress and Maid,b'13461.txt',0,0,1864,1864,,
2366,Elihu Burritt,A Walk from London to John O'Groat's,b'12000.txt',0,0,1864,,1864,
2367,Emile Zola,Therese Raquin,b'6626.txt',0,1,1864,1864,1900,1885
2368,Georg Ebers,"An Egyptian Princess, Complete",b'5460.txt',0,1,1864,1864,,1800
2369,George MacDonald,A Hidden Life and Other Poems,b'10578-8.txt',0,0,1864,1864,1864,
2370,Harry Castlemon,Frank on a Gun-Boat,b'12808.txt',0,0,1864,1892,1864,
2371,Herman Melville,"Mardi: and A Voyage Thither, Vol. I (of 2)",b'13720.txt',0,0,1864,1864,,1851
2372,Herman Melville,"Mardi: and A Voyage Thither, Vol. II (of 2)",b'13721.txt',0,0,1864,1864,,1851
2373,Herman Melville,John Marr and Other Poems,b'12841-8.txt',0,0,1864,,1922,
2374,John Alexander Logan,"The Great Conspiracy, Part 7",b'7139.txt',0,0,1864,1864,,1887
2375,John Bell Bouton,Round the Block,b'12243-8.txt',0,0,1864,1864,1864,
2376,John S. C. Abbott,"Peter Stuyvesant, the Last Dutch Governor of New Amsterdam",b'13811-8.txt',0,0,1864,,,1873
2377,Massachusetts Homoeopathic Medical Society,The Act Of Incorporation And The By-Laws Of The Massachusetts Homeopathic  Medical Society,b'18589.txt',0,0,1864,1864,,1890
2378,Nathaniel Wright Stephenson,Lincoln,b'1713.txt',0,0,1864,1864,1922,1922
2379,Raphael Semmes,The Cruise of the Alabama and the Sumter,b'13163-8.txt',0,0,1864,1864,1864,
2380,Thomas Hardy,A Pair of Blue Eyes,b'224.txt',0,0,1864,1899,1800,
2381,Thomas Hardy,Desperate Remedies,b'3044.txt',1,0,1864,1889 1835,1800,
2382,Thomas Hardy,Wessex Tales,b'3056.txt',0,0,1864,1919,1800,
2383,Thomas Hardy,The Woodlanders,b'482.txt',0,0,1864,,1800,
2384,Thomas Hardy,A Changed Man and Other Tales,b'3058.txt',0,0,1864,1920,,1889
2385,Thomas Hardy,The Mayor of Casterbridge,b'143.txt',0,0,1864,,1983,
2386,Various,"The Atlantic Monthly, Vol. 13, No. 76, February, 1864",b'15819-8.txt',0,0,1864,1864,,1839
2387,Various,"The Atlantic Monthly, Vol. 13, No. 79, May, 1864",b'15860-8.txt',0,0,1864,1864,,1839
2388,Various,"The Atlantic Monthly, Vol. 13, No. 78, April, 1864",b'15880-8.txt',0,0,1864,1864,,1839
2389,Various,"Atlantic Monthly,Volume 14, No. 82, August, 1864",b'16057-8.txt',0,0,1864,1864,,1839
2390,Various,"Atlantic Monthly, Volume 14, No. 84, October, 1864",b'16087-8.txt',0,0,1864,1864,,1839
2391,Various,"The Atlantic Monthly, Volume 13, No. 75, January, 1864",b'16200-8.txt',0,0,1864,1864,,1839
2392,Various,"The Continental Monthly, Volume V. Issue I",b'18453-8.txt',0,1,1864,1864,,
2393,Various,"Continental Monthly, Vol. 5, Issue 2, February, 1864",b'18554-8.txt',0,0,1864,1864,,1839
2394,Various,"Continental Monthly, Volume 5, Issue 4",b'18820-8.txt',0,0,1864,1864,,1839
2395,Various,"Continental Monthly , Vol V.  Issue III.  March, 1864",b'18848-8.txt',1,0,1864,1864 1790 1850,,1839
2396,Various,"The Atlantic Monthly, Volume 13, No. 77, March, 1864",b'19492-8.txt',1,0,1864,1864 1535,,1839
2397,Various,"The Atlantic Monthly, Volume 13, No. 80, June, 1864",b'19827-8.txt',0,0,1864,1864,,1839
2398,Various,"The Continental Monthly, Vol. 6, No 2,  August, 1864",b'20565-8.txt',0,0,1864,1864,,1839
2399,Various,"The Continental Monthly, Vol. 6, No 3,  September 1864",b'22926-8.txt',0,0,1864,1864,,1839
2400,Various,Hymns from the German,b'39439-0.txt',0,1,1864,1864,,1839
2401,Washington Irving,The Legend of Sleepy Hollow,b'41-8.txt',0,0,1864,,1864,
2402,William T. Sherman,"The Memoirs of General W. T. Sherman, Vol. II.",b'2617.txt',0,0,1864,1864,,1875
2403,William T. Sherman,"The Memoirs of General W. T. Sherman, Vol. II., Part 3",b'5852.txt',0,0,1864,1864,,1875
2404,William T. Sherman,"The Memoirs of General W. T. Sherman, Vol. II., Part 4",b'5853.txt',0,0,1864,1864,,1875
2405,Albert Parker Fitch,Preaching and Paganism,b'16076-8.txt',1,0,1865,1865 1920,1920,1920
2406,Algernon Charles Swinburne,Atalanta in Calydon,b'15378-8.txt',0,0,1865,1885,1865,
2407,Andrew W. Young,The Government Class Book,b'15319-0.txt',0,0,1865,1865,1884,1845
2408,Anonymous,Required Poems for Reading and Memorizing,b'10131.txt',0,0,1865,,,1996
2409,Anonymous,The Infant's Delight: Poetry,b'10912.txt',0,0,1865,,,1996
2410,Anonymous,Our Saviour,b'10989.txt',0,0,1865,,,1996
2411,Anonymous,The History Of Tom Thumb and Other Stories.,b'11092.txt',0,0,1865,,,1996
2412,Anonymous,Little Folded Hands,b'11149.txt',0,0,1865,,,1996
2413,Anonymous,MacMillan's Reading Books,b'11230-8.txt',0,0,1865,,,1996
2414,Anonymous,Child's First Picture Book,b'12227.txt',0,0,1865,,,1996
2415,Anonymous,The Works of Aristotle the Famous Philosopher,b'12699.txt',0,0,1865,,,1996
2416,Anonymous,The Moral Picture Book,b'13344.txt',0,0,1865,,,1996
2417,Anonymous,The Twelve Tables,b'14783-8.txt',0,1,1865,,,1996
2418,Anonymous,An Englishwoman's Love-Letters,b'15941-8.txt',0,0,1865,,,1996
2419,Anonymous,The Manual of Heraldry; Fifth Edition,b'16273-8.txt',0,0,1865,,,1996
2420,Anonymous,Food and Health,b'16977.txt',0,0,1865,,,1996
2421,Anonymous,Adventures of a Sixpence in Guernsey by A Native,b'17083-8.txt',0,0,1865,,,1996
2422,Anonymous,King Winter,b'17764.txt',0,0,1865,,,1996
2423,Anonymous,Laxdæla Saga,b'17803-8.txt',0,0,1865,,,1996
2424,Anonymous,Laxdaela Saga,b'17803.txt',0,0,1865,,,1996
2425,Anonymous,Ride A Cock-Horse To Banbury Cross & A Farmer Went Trotting Upon His Grey Mare,b'18596.txt',0,0,1865,,,1996
2426,Anonymous,"Vanity, All Is Vanity",b'18935.txt',0,0,1865,,,1996
2427,Anonymous,The Babes in the Wood,b'19361-8.txt',0,0,1865,,,1996
2428,Anonymous,Maha-bharata,b'19630-8.txt',0,1,1865,,,1996
2429,Anonymous,"The History of Tom Thumb, and Others",b'1988.txt',0,0,1865,,,1996
2430,Anonymous,"The Courtship, Marriage, and Pic-Nic Dinner of Cock Robin & Jenny Wren",b'22887.txt',0,0,1865,,,1996
2431,Anonymous,Simple Simon,b'22891.txt',0,0,1865,,,1996
2432,Anonymous,Little Stories for Little Children,b'22896.txt',0,0,1865,,,1996
2433,Anonymous,The Death and Burial of Cock Robin,b'22921.txt',0,0,1865,,,1996
2434,Anonymous,Our Pets,b'23401.txt',0,0,1865,,,1996
2435,Anonymous,"Thrilling Narratives of Mutiny, Murder and Piracy",b'25982-8.txt',0,0,1865,,,1996
2436,Anonymous,Marvel Carbureter and Heat Control,b'27298-8.txt',0,0,1865,,,1996
2437,Anonymous,The Golden Mean or Ratio [(1+sqrt(5))/2],b'633.txt',0,0,1865,,,1996
2438,Anonymous,"The Dore Gallery of Bible Illustrations, Volume 2",b'8702.txt',0,0,1865,,,1996
2439,Anonymous,"The Dore Gallery of Bible Illustrations, Volume 3",b'8703.txt',0,0,1865,,,1996
2440,Anonymous,"The Dore Gallery of Bible Illustrations, Volume 4",b'8704.txt',0,0,1865,,,1996
2441,Anonymous,"The Dore Gallery of Bible Illustrations, Volume 5",b'8705.txt',0,0,1865,,,1996
2442,Anonymous,"The Dore Gallery of Bible Illustrations, Volume 6",b'8706.txt',0,0,1865,,,1996
2443,Anonymous,"The Dore Gallery of Bible Illustrations, Volume 7",b'8707.txt',0,0,1865,,,1996
2444,Anonymous,"The Dore Gallery of Bible Illustrations, Volume 8",b'8708.txt',0,0,1865,,,1996
2445,Anonymous,"The Dore Gallery of Bible Illustrations, Volume 9",b'8709.txt',0,0,1865,,,1996
2446,Anthony Trollope,Hunting Sketches,b'814.txt',0,0,1865,,1865,
2447,Charles Carleton Coffin,Winning His Way,b'22913-8.txt',0,0,1865,1888,1865,
2448,Charles Dickens,Dombey and Son,b'821.txt',0,0,1865,,1800,
2449,Charles Dickens,Little Dorrit,b'963.txt',0,0,1865,1857,1800,
2450,Charles Dickens,Doctor Marigold,b'1415.txt',0,0,1865,1894,1865,
2451,Charles Kingsley,David,b'10326.txt',0,0,1865,,,1863
2452,David Livingstone,"The Last Journals of David Livingstone, in Central Africa, from 1865 to His Death, Volume I (of 2), 1866-1868",b'16672-8.txt',0,0,1865,1865,,1833
2453,David Livingstone,"The Last Journals of David Livingstone, in Central Africa, from 1865 to His Death, Volume II (of  2), 1869-1873",b'17024-0.txt',0,0,1865,1865,,1833
2454,Dinah Maria Mulock Craik,Christian's Mistake,b'14687.txt',0,0,1865,,1865,
2455,Elizabeth Gaskell,Lizzie Leigh,b'2521.txt',1,0,1865,1896 1836,1865,
2456,George Borrow,The Talisman,b'12458.txt',0,0,1865,,,1851
2457,George Forrest Browne,Ice-Caves of France and Switzerland,b'14012-8.txt',0,0,1865,1865,,1896
2458,H. L. Stephens,Death and Burial of Poor Cock Robin,b'17060.txt',0,0,1865,1865,,1851
2459,Lewis Carroll,Alice's Adventures in Wonderland,b'11.txt',0,0,1865,,1865,
2460,Lewis Carroll,Alice in Wonderland,b'19033-8.txt',0,0,1865,1916,1865,
2461,Mamie Dickens,My Father as I Recall Him,b'27234-0.txt',0,0,1865,1865,1890,1890
2462,Margaret J. Preston,Beechenbrook,b'16480-8.txt',0,0,1865,1866,1865,
2463,Mark Twain (Samuel Clemens),"Sketches New and Old, Part 2.",b'5837.txt',0,0,1865,1865,,1884
2464,Mrs. William T. Savage,Adèle Dubois,b'16207-8.txt',0,0,1865,1865,,1865
2465,Mrs. William T. Savage,Adele Dubois,b'16207.txt',0,0,1865,1865,1865,
2466,P. P.,The Bath Tatting Book,b'26068.txt',0,0,1865,1865,,1479
2467,R.M. Ballantyne,Battles with the Sea,b'21717.txt',0,0,1865,,,1858
2468,R.M. Ballantyne,The Coxswain's Bride,b'21725.txt',0,0,1865,,,1858
2469,R.M. Ballantyne,The Garret and the Garden,b'21737.txt',0,0,1865,,,1858
2470,R.M. Ballantyne,Hunted and Harried,b'21738-8.txt',0,0,1865,,,1858
2471,R.M. Ballantyne,Hunting the Lions,b'21739.txt',0,0,1865,,,1858
2472,R.M. Ballantyne,Jarwin and Cuffy,b'21742.txt',0,0,1865,,,1858
2473,R.M. Ballantyne,"Jeff Benson, or the Young Coastguardsman",b'21743.txt',0,0,1865,,,1858
2474,R.M. Ballantyne,The Life of a Ship,b'21745.txt',0,0,1865,,,1858
2475,R.M. Ballantyne,Philosopher Jack,b'21756.txt',0,0,1865,,,1858
2476,R.M. Ballantyne,The Hot Swamp,b'21757-8.txt',0,1,1865,,,1858
2477,R.M. Ballantyne,The Madman and the Pirate,b'21813.txt',0,0,1865,,,1858
2478,Rev. T. M. Eddy,Abraham Lincoln,b'18540.txt',0,0,1865,1865,,
2479,Richard Henry Stoddard,Abraham Lincoln.,b'18573.txt',1,0,1865,1865 1809,1865,
2480,Sophie May,Fairy Book,b'27321-8.txt',0,0,1865,1866,1865,
2481,Susan Warner,"Melbourne House, Volume 1",b'12963-8.txt',0,0,1865,1865,,1854
2482,Susan Warner,"Melbourne House, Volume 2",b'12964-8.txt',0,0,1865,1865,,1854
2483,Thomas Houston,The Life of James Renwick,b'13781-8.txt',1,0,1865,1865 1688,,1878
2484,Thomas W. Knox,Camp-Fire and Cotton-Field,b'12068-8.txt',0,0,1865,1865,,1895
2485,Ulysses S. Grant,"The Memoirs of General Ulysses S. Grant, Part 6.",b'5865.txt',0,0,1865,1865,,1885
2486,Various,"The Atlantic Monthly, Volume 15, No. 87, January, 1865",b'26047-8.txt',0,0,1865,1865,,1839
2487,Various,"Our Young Folks--Vol. I, No. II, February 1865",b'30829-8.txt',0,0,1865,1865,,1839
2488,Voltaire,Letters on England,b'2445.txt',1,0,1865,1894 1694,,1759
2489,Voltaire,Zadig,b'18972-8.txt',0,1,1865,,1962,
2490,William Ware,Aurelian,b'21953-8.txt',0,0,1865,1874,1865,
2491,Albert Bigelow Paine,"Mark Twain, A Biography, Vol. 1, Part 2, 1866-1875",b'2983.txt',0,0,1866,1866,,1912
2492,Anna Jameson,Characteristics of Women,b'26152-8.txt',0,0,1866,1889,1866,
2493,Anthony Trollope,The Claverings,b'15766.txt',0,0,1866,1866,1866,
2494,Anthony Trollope,Nina Balatka,b'8897.txt',1,0,1866,1866 1290 1656 1698 1858,1867,1857
2495,Bahá'u'lláh,The Kitáb-i-Aqdas,b'16523-8.txt',0,0,1866,,,
2496,Bahá'u'lláh,Epistle to the Son of the Wolf,b'16697-8.txt',0,0,1866,,,
2497,Bahá'u'lláh,Gleanings from the Writings of Bahá'u'lláh,b'16940-8.txt',0,0,1866,,,
2498,Bahá'u'lláh,The Hidden Words of Bahá'u'lláh,b'16941-8.txt',0,0,1866,,,
2499,Bahá'u'lláh,The Kitáb-i-Íqán,b'16983-8.txt',0,0,1866,,,
2500,Bahá'u'lláh,Prayers and Meditations,b'16984-8.txt',0,0,1866,,,
2501,Bahá'u'lláh,The Proclamation of Bahá'u'lláh,b'16985-8.txt',0,0,1866,,,
2502,Bahá'u'lláh,The Seven Valleys and the Four Valleys,b'16986-8.txt',0,0,1866,,,
2503,Bahá'u'lláh,Tablets of Bahá'u'lláh Revealed after the Kitab-i-Aqdas,b'17310-8.txt',0,0,1866,,,
2504,BahÃ¡âuâllÃ¡h,The KitÃ¡b-i-Aqdas,b'16523-0.txt',0,0,1866,,,
2505,BahÃ¡âuâllÃ¡h,Epistle to the Son of the Wolf,b'16697-0.txt',0,0,1866,,,
2506,BahÃ¡âuâllÃ¡h,Gleanings from the Writings of BahÃ¡âuâllÃ¡h,b'16940-0.txt',0,0,1866,,,
2507,BahÃ¡âuâllÃ¡h,The Hidden Words of BahÃ¡âuâllÃ¡h,b'16941-0.txt',0,0,1866,,,
2508,BahÃ¡âuâllÃ¡h,The KitÃ¡b-i-ÃqÃ¡n,b'16983-0.txt',0,0,1866,,,
2509,BahÃ¡âuâllÃ¡h,Prayers and Meditations,b'16984-0.txt',0,0,1866,,,
2510,BahÃ¡âuâllÃ¡h,The Proclamation of BahÃ¡âuâllÃ¡h,b'16985-0.txt',0,0,1866,,,
2511,BahÃ¡âuâllÃ¡h,The Seven Valleys and the Four Valleys,b'16986-0.txt',0,0,1866,,,
2512,BahÃ¡âuâllÃ¡h,Tablets of BahÃ¡âuâllÃ¡h Revealed after the Kitab-i-Aqdas,b'17310-0.txt',0,0,1866,,,
2513,Baha'u'llah,The Kitab-i-Aqdas,b'16523.txt',0,0,1866,,,1904
2514,Baha'u'llah,Epistle to the Son of the Wolf,b'16697.txt',0,0,1866,,,1904
2515,Baha'u'llah,Gleanings from the Writings of Baha'u'llah,b'16940.txt',0,0,1866,,,1904
2516,Baha'u'llah,The Hidden Words of Baha'u'llah,b'16941.txt',0,0,1866,,,1904
2517,Baha'u'llah,The Kitab-i-Iqan,b'16983.txt',0,0,1866,,,1904
2518,Baha'u'llah,Prayers and Meditations,b'16984.txt',0,0,1866,,,1904
2519,Baha'u'llah,The Proclamation of Baha'u'llah,b'16985.txt',0,0,1866,,,1904
2520,Baha'u'llah,The Seven Valleys and the Four Valleys,b'16986.txt',0,0,1866,,,1904
2521,Baha'u'llah,Tablets of Baha'u'llah Revealed after the Kitab-i-Aqdas,b'17310.txt',0,0,1866,,,1904
2522,"Bureau of Ordnance, USN",Ordnance Instructions for the United States Navy.,b'19058-8.txt',0,0,1866,1866,,
2523,Captain Frederick Marryat,"Peter Simple and The Three Cutters, Vol. 1-2",b'13148-8.txt',0,0,1866,,,1836
2524,Charles Dickens,Mugby Junction,b'1419.txt',0,0,1866,1894,1866,
2525,Dinah Maria Mulock Craik,A Noble Life,b'14373.txt',0,0,1866,,1866,
2526,Elizabeth Stuart Phelps,Gypsy Breynton,b'18582.txt',0,0,1866,1866,,1871
2527,Elizabeth Stuart Phelps,Gypsy's Cousin Joy,b'18646-0.txt',0,0,1866,1866,1876,1871
2528,Elizabeth von Arnim,The Princess Priscilla's Fortnight,b'13141-8.txt',1,0,1866,1866 1941,1905,1922
2529,Emile Gaboriau,File No. 113,b'3803.txt',0,0,1866,1866,,1880
2530,George Husmann,"The Cultivation of The Native Grape, and Manufacture of American Wines",b'20917-8.txt',0,0,1866,1866,1866,
2531,Henrik Ibsen,The Feast at Solhoug,b'18428.txt',0,1,1866,1866,,1867
2532,Henry Timrod,Poems of Henry Timrod,b'845-8.txt',0,0,1866,1866,1872,1872
2533,Herman Melville,Battle-Pieces and Aspects of the War,b'12384-8.txt',0,0,1866,1866,1866,
2534,Horatia K. F. Eden,Juliana Horatia Ewing And Her Books,b'17085-8.txt',0,0,1866,1866,1885,1885
2535,John A. Macdonald,Troublous Times in Canada,b'19599.txt',0,0,1866,1866,1910,1867
2536,Jules Verne,The Moon-Voyage,b'12901-8.txt',0,0,1866,,,1800
2537,Jules Verne,"Ticket No. ""9672""",b'13527-8.txt',0,1,1866,,,1800
2538,Jules Verne,All Around the Moon,b'16457-8.txt',0,0,1866,,,1800
2539,L Muehlbach,The Merchant of Berlin,b'12016.txt',0,0,1866,1910,1866,
2540,L. S. Thompson,The Story of Mattie J. Jackson,b'17827.txt',0,0,1866,1866,,1907
