,Author,Book,Filename,Optional years exist,Translated,Year,Years (optional),Scraped Year,Scraped Author
2541,Mary Baker Eddy,Pulpit and Press,b'16778-8.txt',0,0,1866,1866,1895,1875
2542,Mrs. A. D. T. Whitney,A Summer in Leslie Goldthwaite's Life.,b'11141-8.txt',0,0,1866,1866,,
2543,Mrs. Henry Wood,Elster's Folly,b'16798-8.txt',0,0,1866,1916,1866,
2544,Oliver Optic,Outward Bound,b'15920-8.txt',0,0,1866,1869,1866,
2545,P. H. Sheridan,"The Memoirs of General Philip H. Sheridan, Vol. II., Part 6",b'5859.txt',0,0,1866,1866,,
2546,P. H. Sheridan,"The Memoirs of General Philip H. Sheridan, Vol. I., Part 2",b'5855.txt',0,0,1866,,,
2547,P. H. Sheridan,"The Memoirs of General Philip H. Sheridan, Vol. I., Part 3",b'5856.txt',0,0,1866,,,
2548,P. H. Sheridan,"The Memoirs of General Philip H. Sheridan, Vol. II., Part 4",b'5857.txt',0,0,1866,,,
2549,P. H. Sheridan,"The Memoirs of General Philip H. Sheridan, Vol. II., Part 5",b'5858.txt',0,0,1866,,,
2550,Petroleum V. Nasby,Swingin Round the Cirkle.,b'17228-8.txt',0,0,1866,1866,,1867
2551,Petroleum V. Nasby,"""Swingin Round the Cirkle.""",b'17228.txt',0,0,1866,1866,1867,1867
2552,Samuel William Johnson,Peat and its Uses as Fertilizer and Fuel,b'26142-8.txt',0,0,1866,1866,,1869
2553,Various,"The Atlantic Monthly, Volume 18, No. 110, December, 1866",b'17217-8.txt',1,0,1866,1866 1814,,1839
2554,Various,"The Atlantic Monthly, Volume 17, No. 103, May, 1866",b'21902-8.txt',0,0,1866,1866,,1839
2555,Various,"The Atlantic Monthly, Volume 18, No. 105, July 1866",b'22927-8.txt',0,0,1866,1866,,1839
2556,Various,"The Atlantic Monthly, Volume 18, No. 108, October, 1866",b'25216-8.txt',0,0,1866,1866,,1839
2557,William Dean Howells,The White Mr. Longfellow,b'3394.txt',0,0,1866,1866,,1884
2558,William Dean Howells,Literary Boston,b'3396.txt',0,0,1866,1866,,1884
2559,Anonymous,"The British North America Act, 1867",b'5984.txt',0,0,1867,1867,,1996
2560,Anthony Trollope,Phineas Finn,b'18000-8.txt',0,0,1867,1867,1882,1857
2561,Anthony Trollope,Linda Tressel,b'26002-8.txt',0,0,1867,1867,1946,1857
2562,Buckner H. 'Ariel' Payne,The Negro: what is His Ethnological Status? 2nd Ed.,b'31302-8.txt',0,0,1867,1867,,
2563,Charles Upham,"Salem Witchcraft, Volumes I and II",b'17845-8.txt',0,0,1867,1867,,1856
2564,Edwin Waugh,Home-Life of the Lancashire Factory Folk during the Cotton Famine,b'10126.txt',0,0,1867,1862,1867,
2565,Edwin Waugh,Th' Barrel Organ,b'15986.txt',0,0,1867,,,1859
2566,Ernest Naville,The Heavenly Father,b'18168-8.txt',0,1,1867,1867,1867,
2567,F. B. Meyer,John the Baptist,b'25904-8.txt',0,0,1867,1911,1867,
2568,Frédérick Bastiat,What Is Free Trade?,b'16106-8.txt',0,0,1867,1867,,
2569,Frank Jardine and Alexander Jardine,The Overland Expedition of The Messrs. Jardine,b'4521.txt',0,0,1867,1867,,
2570,Frederick Bastiat,What Is Free Trade?,b'16106.txt',0,0,1867,1867,,
2571,George E. Waring,"Draining for Profit, and Draining for Health",b'19465-0.txt',0,0,1867,1867,1867,
2572,Harriette Newell Woods Baker (AKA Aunt Hattie),The Lost Kitty,b'25201-8.txt',0,0,1867,1867,,
2573,Harvey Riley,The Mule,b'10878-8.txt',0,0,1867,1867,1867,
2574,Henry Lawson,In the Days When the World Was Wide and Other Verses,b'214.txt',1,0,1867,1867 1922,1900,1905
2575,Horatio Alger,Ragged Dick,b'5348.txt',0,0,1867,1867,1868,1868
2576,J. M. W. Silver,Sketches of Japanese Manners and Customs,b'13051-8.txt',0,0,1867,1867,,
2577,James Parton,Famous Americans of Recent Times,b'12771-8.txt',0,0,1867,1867,1867,
2578,John F. Hurst,History of Rationalism Embracing a Survey of the Present State of Protestant Theology,b'19397-8.txt',0,0,1867,1867,,1880
2579,Linus Pierpont Brockett,Woman's Work in the Civil War,b'21853-8.txt',0,0,1867,1867,1867,
2580,Lydia Maria Francis Child,A Romance of the Republic,b'10549-8.txt',0,0,1867,1867,1867,
2581,Mary Jane Holmes,Homestead on the Hillside,b'14089-8.txt',0,0,1867,,1867,
2582,R.M. Ballantyne,Silver Lake,b'21703.txt',0,0,1867,,1867,
2583,Ralph Waldo Emerson,May-Day,b'15963.txt',0,0,1867,1867,1867,
2584,Samuel W. Francis,A Christmas Story,b'18770-8.txt',0,0,1867,1867,,1860
2585,Unknown,The Dock and the Scaffold,b'12961-8.txt',0,0,1867,1867,,1893
2586,Various,"The Atlantic Monthly, Volume 20, No. 117, July, 1867.",b'18914-8.txt',0,0,1867,1867,,1839
2587,Various,"Atlantic Monthly, Volume 20, No. 118, August, 1867",b'19779-8.txt',0,0,1867,1867,,1839
2588,William Dean Howells,Italian Journeys,b'14276-8.txt',0,0,1867,1867,1867,
2589,William Henry Smyth,The Sailor's Word-Book,b'26000-0.txt',0,0,1867,1867,1867,
2590,William Wells Brown,Clotelle,b'241.txt',0,0,1867,,1867,
2591,William Wells Brown,Clotelle: a Tale of the Southern States,b'2095.txt',0,0,1867,,,1969
2592,A.M. Sullivan,The Wearing of the Green,b'12853-8.txt',0,0,1868,1868,,1877
2593,Alexander Hislop,The Proverbs of Scotland,b'26150-8.txt',1,0,1868,1868 1721,,1800
2594,American Tract Society,Scenes in Switzerland,b'15782-8.txt',0,0,1868,1868,,1852
2595,Anna E. Dickinson,What Answer?,b'15402-8.txt',0,0,1868,1868,,1868
2596,Anonymous,"The Oaths, Signs, Ceremonies and Objects of the Ku-Klux-Klan.",b'26105-8.txt',0,0,1868,1868,,1996
2597,B. Perez Galdos,Dona Perfecta,b'2462-8.txt',0,1,1868,1868,,
2598,Bahá'u'lláh,The Summons of the Lord of Hosts,b'17309-8.txt',0,1,1868,1868,,
2599,BahÃ¡âuâllÃ¡h,The Summons of the Lord of Hosts,b'17309-0.txt',0,1,1868,1868,,
2600,Baha'u'llah,The Summons of the Lord of Hosts,b'17309.txt',0,1,1868,1868,,1904
2601,Bret Harte,The Twins of Table Mountain and Other Stories,b'2862.txt',0,0,1868,1868,1879,1869
2602,Charles Dudley Warner,Nine Short Essays,b'3108.txt',0,0,1868,1868,,1870
2603,D. H. Compton and Pierre Blot,The $100 Prize Essay on the Cultivation of the Potato; and How to Cook the Potato,b'25905-8.txt',0,0,1868,1868,,
2604,Daniel G. Brinton,The Myths of the New World,b'19347-8.txt',0,0,1868,1868,1868,
2605,F. Colburn Adams,The Von Toodleburgs,b'18549-8.txt',0,0,1868,1868,1868,
2606,Frederic William Farrar,Seekers after God,b'10846-8.txt',0,0,1868,,1868,
2607,G. A. Henty,March to Magdala,b'39470-0.txt',0,0,1868,1868,1868,
2608,George Grote,"Review of the Work of Mr John Stuart Mill Entitled, 'Examination of Sir William Hamilton's Philosophy.'",b'12002-8.txt',0,0,1868,1868,1868,
2609,George Kennan,Tent Life in Siberia,b'12328-8.txt',1,0,1868,1868 1910,1870,1951
2610,George MacDonald,England's Antiphon,b'10375-8.txt',0,0,1868,1868,1868,
2611,"Horatio Alger, Jr.",Making His Way,b'13803.txt',0,0,1868,,1800,
2612,John Spargo,The Jew and American Ideals,b'21835-8.txt',1,0,1868,1817 1921,1921,1906
2613,John Spargo,Bolshevism,b'16613-8.txt',1,0,1868,1919 1817,1919,
2614,Louis Figuier,The Insect World,b'45596-8.txt',0,0,1868,1872,1868,
2615,Madeline Leslie,Bertie and the Gardeners,b'26497.txt',0,0,1868,1880,1868,
2616,Mark Twain (Samuel Clemens),"Sketches New and Old, Part 5.",b'5840.txt',0,0,1868,1868,,1884
2617,Martha  Finley,The Two Elsies,b'13379-8.txt',0,0,1868,1868,1885,1896
2618,Martha Finley,Holidays at Roselands,b'14280.txt',0,0,1868,1868,1898,1896
2619,Richard A. Proctor,Half-hours with the Telescope,b'16767-8.txt',0,0,1868,1873,1868,
2620,Sarah Tytler,Girlhood and Womanhood,b'19140-8.txt',0,0,1868,1883,1868,
2621,Sophie May,Dotty Dimple at Play,b'10320.txt',0,0,1868,1868,1869,1871
2622,Thomas Henry Huxley,Note on the Resemblances and Differences in the Structure and the Development of Brain in Man and the Apes,b'2354.txt',0,0,1868,1868,,1870
2623,William Rounseville Alger,The Friendships of Women,b'19199-8.txt',0,0,1868,1868,1879,1864
2624,,Caxton's Book of Curtesye,b'14761-8.txt',0,0,1868,,1868,
2625,Albert G. Mackey,The Symbolism of Freemasonry,b'11937-0.txt',0,0,1869,1882,1869,
2626,Alexander Bain,Moral Science; A Compendium of Ethics,b'12913-8.txt',0,0,1869,1869,1869,
2627,Anthony Hope,A Man of Mark,b'11063-8.txt',0,0,1869,1895,1800,
2628,Anthony Hope,The Prisoner of Zenda,b'95.txt',0,0,1869,,1800,
2629,Arthur Helps,The Life of Columbus,b'15336.txt',1,0,1869,1432 1488,1869,
2630,Atticus,Our Churches and Chapels,b'10479.txt',0,0,1869,1869,,1870
2631,Edwin Arlington Robinson,The Children of the Night,b'313.txt',1,0,1869,1869 1935,,1921
2632,Elizabeth Stuart Phelps,"Men, Women, and Ghosts",b'10744-8.txt',0,0,1869,1869,1869,
2633,Emile Zola,The Fortune of the Rougons,b'5135-8.txt',0,0,1869,1869,,1885
2634,Francois Pierre Guillaume Guizot,A Popular History of France From The Earliest Times,b'11951.txt',0,0,1869,1869,,1824
2635,H. S. Armstrong,Trifles for the Christmas Holidays,b'17562-8.txt',0,0,1869,1869,,
2636,Hall Caine,The Woman Thou Gavest Me,b'14597-8.txt',0,0,1869,1913,1800,
2637,Henry J. Horn,Strange Visitors,b'13237-8.txt',0,0,1869,1871,1869,
2638,Henry Reed Stiles,"Bundling; Its Origin, Progress and Decline in America",b'12885-0.txt',0,0,1869,1871,1869,
2639,Ivan Sergeevich Turgenev,Liza,b'12194-8.txt',0,1,1869,1873,1869,
2640,J. T. Crane,Popular Amusements,b'45677-8.txt',0,0,1869,1869,1869,
2641,James D. Richardson,A Compilation of the Messages and Papers of the Presidents: Ulysses S. Grant,b'13012-8.txt',1,0,1869,1869 1898,,1898
2642,John Ruskin,The Queen of the Air,b'12641-8.txt',0,0,1869,1869,1869,
2643,Jules Verne,The Survivors of the Chancellor,b'1652.txt',0,0,1869,1869,,1800
2644,Justin D. Fulton,The True Woman,b'12790.txt',0,0,1869,1869,,1889
2645,Margaret Fuller Ossoli,At Home And Abroad,b'16327-8.txt',0,0,1869,1869,,1846
2646,Mark Twain (Samuel Clemens),"The Innocents Abroad, Part 1 of 6",b'5688.txt',0,0,1869,1869,,1884
2647,Mark Twain (Samuel Clemens),"The Innocents Abroad, Part 2 of 6",b'5689.txt',0,1,1869,1869,,1884
2648,Mark Twain (Samuel Clemens),"The Innocents Abroad, Part 3 of 6",b'5690.txt',0,1,1869,1869,,1884
2649,Mark Twain (Samuel Clemens),"The Innocents Abroad, Part 4 of 6",b'5691.txt',0,0,1869,1869,,1884
2650,Mark Twain (Samuel Clemens),"The Innocents Abroad, Part 5 of 6",b'5692.txt',0,0,1869,1869,,1884
2651,Mark Twain (Samuel Clemens),"The Innocents Abroad, Part 6 of 6",b'5693.txt',0,1,1869,1869,,1884
2652,Mrs. May,Baby Pitcher's Trials,b'19390.txt',0,0,1869,1869,,1886
2653,R. D. Blackmore,Lorna Doone,b'17460-8.txt',0,0,1869,1889,1869,
2654,R. D. Blackmore,"Lorna Doone, A Romance of Exmoor",b'840.txt',0,0,1869,1869,,1869
2655,R.M. Ballantyne,Digging for Gold,b'21727.txt',0,0,1869,,1869,
2656,Robert Louis Stevenson,Kidnapped,b'421.txt',1,0,1869,1751 1700,1886,1883
2657,Sophie May,Dotty Dimple Out West,b'16383-8.txt',0,0,1869,1869,1869,
2658,Teresa Guiccioli,My Recollections of Lord Byron,b'25977-8.txt',0,1,1869,1869,1869,
2659,Thomas Bailey Aldrich,The Story of a Bad Boy,b'1948.txt',0,0,1869,,1869,
2660,"Thomas Cochrane, Earl of Dundonald","The Life of Thomas, Lord Cochrane, Tenth Earl of Dundonald, G.C.B., Admiral of the Red, Rear-Admiral of the Fleet, Etc., Etc.",b'13351-8.txt',0,0,1869,1869,,1860
2661,Thomas Lord Cochrane,"The Life of Thomas, Lord Cochrane, Tenth Earl of Dundonald, Vol. II",b'26067-8.txt',1,0,1869,1869 1827,,1860
2662,Thomas Wentworth Higginson,Malbone,b'993.txt',0,0,1869,,1869,
2663,Ulysses S. Grant,"Personal Memoirs of U. S. Grant, Volume Two",b'1068.txt',0,0,1869,,,1885
2664,Ulysses S. Grant,"The Memoirs of General Ulysses S. Grant, Part 4.",b'5863.txt',0,0,1869,,,1885
2665,Ulysses S. Grant,"The Memoirs of General Ulysses S. Grant, Part 5.",b'5864.txt',0,0,1869,,,1885
2666,Unknown,Manhood Perfectly Restored,b'18370-8.txt',0,0,1869,1869,,1893
2667,Various,"Punchinello, Vol. 1, No. 1, Saturday, April 2, 1870",b'11177-8.txt',0,0,1869,1869,,1839
2668,Various,Fruits of Toil in the London Missionary Society,b'17115.txt',0,0,1869,1869,,1839
2669,Victor Hugo,The History of a Crime,b'10381-8.txt',0,1,1869,1848,1869,
2670,William Blades,Enemies of Books,b'1302.txt',0,0,1869,1888,1869,
2671,William Dean Howells,My Mark Twain,b'3390.txt',0,0,1869,1869,1910,1884
2672,William Makepeace Thackeray,The Christmas Books,b'2731.txt',0,0,1869,,1869,
2673,Agnes E. Ryan,The Torch Bearer,b'12071.txt',0,0,1870,1870,,
2674,"AKA A.L.O.E. A.L.O.E., Charlotte Maria Tucker",Hebrew Heroes,b'26094.txt',0,0,1870,1870,,
2675,Alphonse Daudet,"Fromont and Risler, Complete",b'3980.txt',0,1,1870,1870,,1800
2676,Charles Heber Clark (AKA Max Adeler),Elbow-Room,b'12581-8.txt',0,0,1870,1870,,
2677,Charles Kingsley,Yeast: A Problem,b'10364.txt',0,0,1870,1815,,1863
2678,Charles Kingsley,Madam How and Lady Why,b'1697.txt',0,0,1870,1889,1870,
2679,Charles Lever,Lord Kilgobbin,b'8941-8.txt',0,0,1870,1870,1872,1839
2680,David Steele,Notes On The Apocalypse,b'14485.txt',0,0,1870,1870,1870,
2681,F. J. Boudreaux,The Happiness of Heaven,b'25224-8.txt',0,0,1870,1870,1870,
2682,Fa-Hsien,Record of Buddhistic Kingdoms,b'2124.txt',1,1,1870,1870 1836,1886,1886
2683,Frank R. Stockton,Rudder Grange,b'2011.txt',0,0,1870,,1870,
2684,Harriet Myrtle,Adventure of a Kite,b'18968.txt',0,0,1870,1870,,1852
2685,Harry Castlemon,The Boy Trapper,b'18076.txt',0,0,1870,1878,1870,
2686,Henry Blackburn,Normandy Picturesque,b'18080-8.txt',0,0,1870,1870,,1868
2687,"Horatio Alger, Jr",Rufus and Rose,b'25967.txt',0,0,1870,1870,1898,1868
2688,Isabella Beeton,Beeton's Book of Needlework,b'15147-8.txt',1,0,1870,1870 1986,,1861
2689,J. Hammond Trumbull,The Composition of Indian Geographical Names,b'18279-8.txt',0,0,1870,1870,1879,1873
2690,James Edward Austen-Leigh,Memoir of Jane Austen,b'17797.txt',0,0,1870,1871,1870,
2691,James Godkin,The Land-War In Ireland (1870),b'14562-8.txt',0,0,1870,1870,,1870
2692,James Orton,The Andes and the Amazon,b'19209-8.txt',0,0,1870,1870,1870,
2693,Johannes Henricus Scholten,A Comparative View of Religions,b'20137-8.txt',0,1,1870,1870,,1861
2694,John Hay,Poems,b'10518-8.txt',0,0,1870,1870,1891,1871
2695,John Ruskin,Lectures on Art,b'19164-8.txt',0,0,1870,1870,1870,
2696,Josiah Blake Tidwell,The Bible Period by Period,b'15771.txt',0,0,1870,1870,,
2697,L. Muehlbach,Queen Hortense,b'12019.txt',0,0,1870,1910,1870,
2698,Marie Corelli,Thelma,b'3823-8.txt',0,0,1870,,1870,
2699,Mark Twain (Samuel Clemens),"Sketches New and Old, Part 4.",b'5839.txt',0,0,1870,1870,,1884
2700,Mark Twain (Samuel Clemens),"Sketches New and Old, Part 7.",b'5842.txt',0,0,1870,1870,,1884
2701,May Agnes Fleming,"Kate Danton, or, Captain Danton's Daughters",b'19512-8.txt',0,0,1870,,1870,
2702,Mrs. A. D. T. Whitney,We Girls: A Home Story,b'12224-8.txt',0,0,1870,1870,,
2703,Retta Babcock,Clemence,b'17913.txt',0,0,1870,1870,,
2704,Sophie May,Dotty Dimple's Flyaway,b'19247-8.txt',0,0,1870,1871,1870,
2705,Thomas Henry Huxley,"Lay Sermons, Addresses and Reviews",b'16729-8.txt',0,0,1870,1870,1870,
2706,Thomas Wallace Knox,"Overland through Asia; Pictures of Siberian, Chinese, and Tartar",b'13806-8.txt',0,0,1870,1871,1870,
2707,Various,"Punchinello, Vol. 1, No. 9, May 28, 1870",b'10013-8.txt',0,0,1870,1870,,1839
2708,Various,"Punchinello, Vol. 2, No. 29, October 15, 1870",b'10047-8.txt',0,0,1870,1870,,1839
2709,Various,"Punchinello, Vol. II., Issue 31, October 29, 1870",b'10091-8.txt',0,0,1870,1870,,1839
2710,Various,"Punchinello Vol. II., No. 30,  October 22, 1870",b'10092-8.txt',0,0,1870,1870,,1839
2711,Various,"Punchinello, Vol. 2., No. 32,  November 5, 1870",b'10104-8.txt',0,0,1870,1870,,1839
2712,Various,"Punchinello, Vol. II., No. 33, November 12, 1870",b'10105-8.txt',0,0,1870,1870,,1839
2713,Various,"Punchinello, Vol. II., No. 34, November 19, 1870",b'10106-8.txt',0,0,1870,1870,,1839
2714,Various,"Punchinello, Vol. II., No. 35, November 26, 1870",b'10144-8.txt',0,0,1870,1870,,1839
2715,Various,"Punchinello, Vol. 2, No. 36, December 3, 1870",b'10292-8.txt',0,0,1870,1870,,1839
2716,Various,"Punchinello, Volume 2, No. 37, December 10, 1870",b'10544-8.txt',0,0,1870,1870,,1839
2717,Various,"Punchinello, Vol. II. No. 38, Saturday, December 17, 1870.",b'10933-8.txt',0,0,1870,1870,,1839
2718,Various,"Punchinello, Vol. II., No. 39., Saturday, December 24, 1870.",b'10934-8.txt',0,0,1870,1870,,1839
2719,Various,Tiger and Tom and Other Stories for Boys,b'12591.txt',0,0,1870,1870,,1839
2720,Various,"Punchinello, Vol. 1, No. 13, June 25, 1870",b'9658.txt',0,0,1870,1870,,1839
2721,Wilkie Collins,Man and Wife,b'1586.txt',0,0,1870,,1870,
2722,William Cullen Bryant,"A Discourse on the Life, Character and Writings of Gulian Crommelin",b'10141.txt',1,0,1870,1870 1786 1683,,1800
2723,William H. Sparks,The Memories of Fifty Years,b'15872-8.txt',0,0,1870,1870,,
2724,Winston Churchill,"A Modern Chronicle, Complete",b'5382.txt',0,0,1870,1870,,1956
2725,Agnes Maule Machar,Lucy Raymond,b'18248-8.txt',0,0,1871,,1871,
2726,Albert Pike,Morals and Dogma of the Ancient and Accepted Scottish Rite of Freemasonry,b'19447-0.txt',0,0,1871,1871,1881,1881
2727,Baroness Orczy,The Scarlet Pimpernel,b'60.txt',0,0,1871,1792,1920,1908
2728,Blanchard Jerrold,The Cockaynes in Paris,b'18327-8.txt',0,0,1871,1871,1871,
2729,Catullus,The Poems and Fragments of Catullus,b'18867-0.txt',0,1,1871,1871,1871,
2730,Charles Kingsley,At Last,b'10669.txt',0,0,1871,,1871,
2731,Charlotte Mary Yonge,Pioneers and Founders,b'19308.txt',0,0,1871,1874,1871,
2732,Edward Bulwer Lytton,The Coming Race,b'1951.txt',0,0,1871,,1871,
2733,Edward Eggleston,The Hoosier Schoolmaster,b'15099-8.txt',0,0,1871,1871,1886,1871
2734,Edward G. Flight,The True Legend of St. Dunstan and the Devil,b'13978.txt',0,0,1871,1871,1871,
2735,Eleanor Frances Poynter,My Little Lady,b'16788-8.txt',1,1,1871,1871 1148,1872,1881
2736,Emile Zola,Abbe Mouret's Transgression,b'14200.txt',0,0,1871,1871,,1885
2737,G. A. Henty,In the Irish Brigade,b'18349.txt',1,0,1871,1774 1706,1901,1887
2738,G. A. Henty,Held Fast For England,b'21788.txt',0,0,1871,1779,1891,1887
2739,G. A. Henty,With Wolfe in Canada,b'17766.txt',0,0,1871,1894,1800,
2740,George MacDonald,Ranald Bannerman's Boyhood,b'9301-8.txt',0,0,1871,1871,1871,
2741,Grace Aguilar,The Days of Bruce  Vol 1,b'18387-8.txt',0,0,1871,1871,,1847
2742,Henry Labouchère,Diary of the Besieged Resident in Paris,b'19263-8.txt',0,1,1871,1871,,
2743,Henry Labouchere,Diary of the Besieged Resident in Paris,b'19263.txt',0,1,1871,1871,1871,
2744,Jacob Abbott,Gentle Measures in the Management and Training of the Young,b'11667.txt',0,0,1871,1871,1871,
2745,"James D. McCabe, Jr.","Great Fortunes, and How They Were Made",b'15161-8.txt',0,0,1871,1871,,
2746,James Freeman Clarke,Ten Great Religions,b'14674-0.txt',0,0,1871,1871,1913,1873
2747,Jane Austen,Lady Susan,b'946.txt',0,0,1871,,1871,
2748,John Burgon,The Last Twelve Verses of the Gospel According to S. Mark,b'26134-0.txt',0,0,1871,1871,1871,
2749,John Burroughs,Bird Stories from Burroughs,b'26046-0.txt',0,0,1871,1871,1911,1871
2750,John Esten Cooke,A Life of Gen. Robert E. Lee,b'10692-8.txt',0,0,1871,1876,1871,
2751,John Leighton,Paris under the Commune,b'10861-8.txt',1,0,1871,1871 1793 1848,1871,
2752,John William De Forest,Overland,b'12335-8.txt',1,0,1871,1871 1581,1871,
2753,Joseph Sheridan Le Fanu,"J. S. Le Fanu's Ghostly Tales, Volume 3",b'11750-8.txt',0,0,1871,1871,,1880
2754,Joseph Sheridan LeFanu,Madam Crowl's Ghost and The Dead Sexton,b'11610.txt',0,0,1871,1871,,
2755,Joseph Sheridan LeFanu,Green Tea;  Mr. Justice Harbottle,b'11635-8.txt',1,1,1871,1871 1819,,
2756,Jules Verne,A Journey to the Centre of the Earth,b'18857-8.txt',0,1,1871,1871,,1800
2757,Juliana Horatia Ewing,The Brownies and Other Tales,b'16052-8.txt',0,0,1871,1871,1880,1884
2758,Ledyard Bill,Minnesota; Its Character and Climate,b'11922-8.txt',0,0,1871,1871,1871,
2759,Louisa M. Alcott,Aunt Jo's Scrap-Bag,b'26041-8.txt',0,0,1871,1892,1871,
2760,Lucien Biart,Adventures of a Young Naturalist,b'26009-8.txt',0,0,1871,1871,,1870
2761,Miriam Coles Harris,Richard Vandermarck,b'12348-8.txt',0,0,1871,1871,,1860
2762,Ouida [Louise de la Ramee],Under Two Flags,b'3465-8.txt',0,1,1871,,1871,
2763,R. F. Dearborn,Saratoga and How to See It,b'17633-8.txt',0,0,1871,1872,1871,
2764,R.M. Ballantyne,The Iron Horse,b'21740.txt',0,0,1871,,1871,
2765,Robert Hardley,A Project for Flying,b'11244-8.txt',0,0,1871,1871,,
2766,Silas Weir Mitchell,Wear and Tear,b'13197-8.txt',0,0,1871,1871,,1892
2767,Theodore Roosevelt,"The Winning of the West, Volume One",b'11941-8.txt',0,0,1871,1769,,1889
2768,Theodore Roosevelt,"The Winning of the West, Volume Three",b'11943-8.txt',1,0,1871,1784 1894 1787,,1889
2769,Theodore Roosevelt,"The Winning of the West, Volume Four",b'11944-8.txt',0,0,1871,1791,,1889
2770,Various,"Scientific  American, Volume XXIV., No. 12,  March 18, 1871",b'19180-8.txt',0,0,1871,1871,,1839
2771,Walter Crane,The Absurd ABC,b'17283-8.txt',0,0,1871,1874,1800,
2772,William Dean Howells,Their Wedding Journey,b'3365.txt',0,0,1871,1871,1872,1884
2773,William Dean Howells,A Belated Guest,b'3391.txt',0,0,1871,1871,,1884
2774,William G.T. Shedd,Sermons to the Natural Man,b'13204-8.txt',0,0,1871,1871,,1866
2775,Andrew Learmont Spedon,The Black-Sealed Letter,b'18514-8.txt',0,0,1872,1872,,1866
2776,Anonymous,My Young Days,b'18226-8.txt',0,0,1872,1872,,1996
2777,Anonymous,An Account of the Proceedings on the Trial of Susan B. Anthony,b'18281-8.txt',0,0,1872,1872,,1996
2778,Anonymous,Little Alice's Palace,b'19063.txt',0,0,1872,1872,,1996
2779,Anonymous,Irish Wit and Humor,b'19220-8.txt',0,0,1872,1872,,1996
2780,Anthony Trollope,The Golden Lion of Granpere,b'5202.txt',0,0,1872,1767,1872,1857
2781,Charles Dickens,The Life And Adventures Of Nicholas Nickleby,b'967.txt',0,0,1872,,,1843
2782,Charles Dudley Warner,What is Your Culture to Me,b'3119.txt',0,0,1872,1872,,1870
2783,Charles Kingsley,Town Geology,b'10251.txt',0,0,1872,,1872,
